id,name,display_name,production_year,movie_sequel,creative_type,source,production_method,genre,language,movie_board_rating_display_name,movie_release_pattern_display_name,total,Category
88000115,"Other Guys, The",The Other Guys,2010,1,1,14,4,4,3,5,7,171,5
23130115,Cloverfield,Cloverfield,2008,1,8,14,4,1,3,5,7,171,5
113710115,Superbad,Superbad,2007,1,1,14,4,4,3,6,7,170,5
123100115,Unstoppable,Unstoppable,2010,1,2,8,4,1,3,5,7,170,5
131900115,"Zookeeper, The",Zookeeper,2011,1,4,14,1,11,3,4,7,170,5
76020115,Meet the Robinsons,Meet the Robinsons,2007,1,8,3,2,2,3,1,7,169,5
123340115,Up in the Air,Up in the Air,2009,1,1,3,4,7,3,6,4,167,5
104140115,Seven Pounds,Seven Pounds,2008,1,1,14,4,7,3,5,7,167,5
140900115,Looper,Looper,2011,1,8,14,4,1,3,6,7,167,5
111500115,Step Up 3D,Step Up 3D,2010,2,1,14,4,7,3,5,7,166,5
163920115,Step Up 4,Step Up Revolution,2011,2,1,14,4,7,3,5,7,166,5
143130115,Johnny English Reborn,Johnny English Reborn,2011,2,1,14,4,4,3,4,7,165,5
42390115,Four Christmases,Four Christmases,2008,1,1,14,4,4,3,5,7,164,5
84380115,No Country for Old Men,No Country for Old Men,2007,1,5,3,4,1,3,6,2,163,5
109900115,"Spiderwick Chronicles, The",The Spiderwick Chronicles,2008,1,4,3,4,2,3,4,7,163,5
50330115,"Happening, The",The Happening,2008,1,8,14,4,12,3,6,7,163,5
17830115,Burn After Reading,Burn After Reading,2008,1,1,14,4,3,3,6,7,163,5
162570115,In Time,In Time,2011,1,8,14,4,12,3,5,7,161,5
760115,27 Dresses,27 Dresses,2008,1,1,14,4,11,3,5,7,160,5
52110115,Hellboy 2: The Golden Army,Hellboy 2: The Golden Army,2008,2,9,1,4,1,3,5,7,160,5
122670115,Underworld 4,Underworld: Awakening,2011,2,4,14,4,1,3,6,7,160,5
84880115,Norbit,Norbit,2007,1,1,14,4,4,3,5,7,159,5
15060115,"Book of Eli, The",The Book of Eli,2010,1,8,14,4,1,3,6,7,159,5
660115,21,21,2008,1,1,3,4,12,3,5,7,158,5
141570115,Town The,The Town,2010,1,1,3,4,7,3,6,7,157,5
145560115,This Means War,This Means War,2011,1,1,14,4,11,3,5,7,157,5
59250115,"Invention of Hugo Cabret, The",Hugo,2011,1,4,3,1,2,3,4,7,156,5
171990115,Limitless,Limitless,2010,1,8,3,4,12,3,4,7,155,5
138400115,Midnight in Paris,Midnight in Paris,2010,1,4,14,4,11,3,5,4,155,5
140390115,Final Destination 5,Final Destination 5,2011,2,4,14,4,8,3,6,7,154,5
145650115,Tower Heist,Tower Heist,2011,1,1,14,4,4,3,5,7,153,5
114210115,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,1,5,6,4,10,3,6,7,153,5
28050115,Date Night,Date Night,2010,1,1,14,4,4,3,5,7,152,5
115020115,"Taking of Pelham 123, The",The Taking of Pelham 123,2009,1,1,15,4,1,3,6,7,152,5
123910115,Vantage Point,Vantage Point,2008,1,1,14,4,12,3,5,7,151,5
139290115,Jack and Jill,Jack and Jill,2011,1,1,14,4,4,3,4,7,151,5
50220115,Hannah Montana,Hannah Montana the Movie,2009,1,1,12,4,7,3,1,7,150,5
111490115,Step Up 2 the Streets,Step Up 2 the Streets,2008,2,1,14,4,7,3,5,7,150,5
139080115,Friends with Benefits,Friends with Benefits,2011,1,1,14,4,11,3,6,7,150,5
143760115,No Strings,No Strings Attached,2010,1,1,14,4,11,3,6,7,149,5
44330115,"Game Plan, The",The Game Plan,2007,1,1,14,4,4,3,4,7,148,5
146960115,Muppets The,The Muppets,2011,1,6,12,4,4,3,4,7,148,5
137950115,Crazy Stupid Love,"Crazy, Stupid, Love",2010,1,1,14,4,4,3,5,7,148,5
7140115,Arthur Christmas,Arthur Christmas,2011,1,6,14,2,2,3,4,7,148,5
13480115,Blades of Glory,Blades of Glory,2007,1,1,14,4,4,3,5,7,146,5
88770115,"P.S., I Love You","P.S., I Love You",2007,1,1,3,4,11,3,5,7,146,5
97920115,Resident Evil: Extinction,Resident Evil: Extinction,2007,2,8,5,4,1,3,6,7,146,5
139230115,I am Number Four,I am Number Four,2010,1,8,3,4,2,3,5,7,146,5
69060115,Lincoln,Lincoln,2011,1,2,3,4,7,3,5,4,145,5
11770115,Beverly Hills Chihuahua,Beverly Hills Chihuahua,2008,1,4,14,4,4,3,4,7,145,5
113970115,Surfs Up,Surf's Up,2007,1,6,14,2,2,3,4,7,145,5
80720115,Music and Lyrics,Music and Lyrics,2007,1,1,14,4,11,3,5,7,145,5
129590115,"Wolf Man, The",The Wolf Man,2010,1,4,15,4,8,3,6,7,143,5
139630115,New Years Eve,New Year's Eve,2011,1,1,14,4,11,3,5,7,142,5
137840115,Contagion,Contagion,2011,1,8,14,4,12,3,5,7,141,5
142450115,Source Code,Source Code,2010,1,8,14,4,12,3,5,7,141,5
23120115,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,2009,1,6,3,2,4,3,4,7,140,5
49050115,Guardians of Ga Hoole,Legend of the Guardians: The Owls of Ga'Hoole 3D,2010,1,6,3,2,2,3,4,7,140,5
136790115,Three Musketeers 3D The,The Three Musketeers 3D,2010,1,5,3,4,2,3,5,7,140,5
16540115,Bridge to Terabithia,Bridge to Terabithia,2007,1,4,3,4,7,3,4,7,137,5
125540115,Wall Street 2: Money Never Sleeps,Wall Street 2: Money Never Sleeps,2010,2,1,14,4,7,3,5,7,137,5
104170115,Seventeen,17 Again,2009,1,4,14,4,4,3,5,7,136,5
139940115,Unknown White Male (2011),Unknown,2010,1,1,14,4,12,3,5,7,136,5
110840115,Stardust,Stardust,2007,1,4,3,4,2,3,5,7,136,5
139960115,War Horse,War Horse,2011,1,1,3,4,7,3,5,7,135,5
102160115,Saw IV,Saw IV,2007,2,1,14,4,8,3,6,7,135,5
15510115,"Bounty Hunter, The",The Bounty Hunter,2010,1,1,14,4,11,3,5,7,134,5
102190115,Saw VII,Saw 3D,2010,2,1,14,4,8,3,6,7,134,5
270115,1408,1408,2007,1,1,3,4,8,3,5,7,131,5
17280115,Bruno,Brüno,2009,1,1,12,4,4,3,6,7,131,5
7650115,Atonement,Atonement,2007,1,1,3,4,7,3,6,4,130,5
39830115,"Fighter, The",The Fighter,2010,1,2,8,4,7,3,6,4,129,5
41990115,"Forbidden Kingdom, The",The Forbidden Kingdom,2008,1,4,3,4,1,3,5,7,129,5
3610115,Aliens vs. Predator: Requiem,Aliens vs. Predator - Requiem,2007,2,8,14,4,1,3,6,7,129,5
111460115,Step Brothers,Step Brothers,2008,1,1,14,4,4,3,6,7,128,5
140050115,Woman in Black The,The Woman in Black,2011,1,4,3,4,12,3,5,7,128,5
51660115,"Heartbreak Kid, The (2007)",The Heartbreak Kid,2007,1,1,15,4,11,3,6,7,128,5
62250115,Julie and Julia,Julie & Julia,2009,1,1,3,4,4,3,5,7,127,5
99310115,Robert Rodriguezs Predators,Predators,2010,2,8,14,4,1,3,6,7,127,5
67150115,Law Abiding Citizen,Law Abiding Citizen,2009,1,1,14,4,12,3,6,7,126,5
25040115,Coraline,Coraline,2009,1,6,3,6,2,3,4,7,124,5
59270115,Invictus,Invictus,2009,1,2,2,4,7,3,5,7,124,5
134940115,"Adjustment Bureau, The",The Adjustment Bureau,2010,1,8,3,4,12,3,5,7,123,5
146980115,Pirates (2012),The Pirates! Band of Misfits,2011,1,6,3,6,2,3,4,7,123,5
156180115,Chronicle,Chronicle,2011,1,8,14,4,12,3,5,7,122,5
20750115,Charlie Wilsons War,Charlie Wilson's War,2007,1,2,2,4,7,3,6,7,120,5
50450115,Happy Feet 2,Happy Feet Two,2011,2,6,14,2,2,3,4,7,120,5
114010115,"Surrogates, The",Surrogates,2009,1,8,1,4,1,3,5,7,120,5
141690115,We Bought a Zoo,We Bought a Zoo,2011,1,2,2,4,7,3,4,7,119,5
31560115,Disturbia,Disturbia,2007,1,1,14,4,12,3,5,7,118,5
54710115,Hotel for Dogs,Hotel for Dogs,2009,1,6,3,4,4,3,4,7,118,5
83960115,"Nightmare on Elm Street, A (2010)",A Nightmare on Elm Street,2010,1,4,15,4,8,3,6,7,118,5
139980115,Water for Elephants,Water for Elephants,2010,1,5,3,4,7,3,5,7,117,5
16480115,Bride Wars,Bride Wars,2009,1,1,14,4,4,3,4,7,115,5
19910115,Cats and Dogs 2,Cats & Dogs: The Revenge of Kitty Galore,2010,2,6,14,4,4,3,4,7,115,5
136860115,Abraham Lincoln Vampire Hunter,Abraham Lincoln: Vampire Hunter,2011,1,4,3,4,8,3,6,7,115,5
20550115,"Changeling, The (2008)",Changeling,2008,1,1,14,4,12,3,6,4,114,5
102170115,Saw V,Saw V,2008,2,1,14,4,8,3,6,7,113,5
119040115,Tooth Fairy,The Tooth Fairy,2010,1,4,14,4,4,3,4,7,113,5
